"","X","V1","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"46",46,429,"pedro",1323094981,68300,"05/12/2011 14:23","no",57,124,26,-1.75,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,-0.02,-0.49,-39,73,-177,5,573,-380,103,-26.3,125,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51,0.06,-0.25,3,7,56,-397,356,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.96672309,24.03347613,118.9836907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,-0.32,-0.16,20,-24,78,518,-530,-104,95.1,21.7,91.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,-1.59,-0.03,57,332,-166,-327,763,586,"A"
"47",47,440,"pedro",1323094981,316279,"05/12/2011 14:23","no",57,124,26,-2.16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,-0.05,-0.46,-41,69,-178,7,584,-363,116,-24.1,96.5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.17,0.72,0.08,50,45,128,-70,358,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34.51576498,122.5638677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,-0.05,-0.02,32,0,89,527,-512,-90,107,59.6,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-2.36,-0.15,-66,299,-177,-629,560,506,"A"
"48",48,450,"pedro",1323094981,632310,"05/12/2011 14:23","no",57,123,26.3,-2.8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,-0.02,-0.43,-41,69,-175,5,582,-382,132,-5,34.3,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7,0.79,0.08,292,11,94,627,176,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21.35604335,135.7235893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.11,-0.46,18,0,83,518,-531,-79,-121,55.5,-109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,-2.52,-0.25,-160,-38,-207,-537,-223,182,"A"
"49",49,452,"pedro",1323094981,660337,"05/12/2011 14:23","no",57,123,26.4,-3.02,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,-0.02,-0.44,-40,71,-172,6,583,-366,133,-0.46,25.1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.75,0.71,0.26,326,-2,82,692,125,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.911610765,28.7537902,127.690275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,-0.1,-0.16,24,-5,81,511,-532,-74,-119,46.6,-107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,-1.83,0.05,-139,-149,-220,-472,-327,117,"A"
"50",50,484,"pedro",1323094983,248381,"05/12/2011 14:23","no",59,124,26.3,-3.28,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,-0.02,-0.44,-43,71,-176,9,576,-383,138,-13.2,104,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,-0.45,-0.16,22,2,86,-287,360,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.08971214,31.57014197,119.8377425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,0.06,-0.26,18,-11,54,517,-525,-143,93,3.55,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,-0.37,0.13,124,277,-179,-140,736,622,"A"
"51",51,485,"pedro",1323094983,248419,"05/12/2011 14:23","no",59,124,26.3,-3.38,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48,-0.02,-0.46,-42,74,-178,1,584,-379,138,-13.4,105,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,-0.48,0.03,23,2,77,-309,359,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.87888657,27.53713414,118.8133149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,0.14,-0.36,17,-16,58,515,-536,-145,93.2,4.18,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,-0.53,0.08,113,273,-179,-150,745,632,"A"
"52",52,489,"pedro",1323094983,320373,"05/12/2011 14:23","no",59,124,26.3,-3.57,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,-0.02,-0.43,-38,72,-176,-1,587,-359,139,-13.1,111,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,-0.5,0.28,5,5,60,-366,365,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.291740576,26.03568503,130.6762961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.27,-0.51,12,2,45,489,-553,-178,94.7,11.8,87.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,-1.38,-0.03,90,305,-174,-217,760,620,"A"
"53",53,499,"pedro",1323094983,860397,"05/12/2011 14:23","no",59,124,26.2,-3.13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,-0.03,-0.46,-40,73,-177,8,581,-359,136,-1.28,98.4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,0.59,0.13,50,37,135,-152,337,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.50801491,23.84480231,120.2576606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,-0.26,-0.13,20,-23,79,516,-519,-105,104,57,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,-2.63,-0.08,-40,282,-167,-622,613,588,"A"
"54",54,523,"pedro",1323094985,688356,"05/12/2011 14:23","no",60,124,26.6,-3.53,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,0,-0.49,-43,71,-177,-2,577,-374,164,4.68,122,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61,0.1,-0.25,17,16,75,-375,352,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.85090882,33.97281426,119.3159268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35,0.06,-0.26,19,-9,53,520,-532,-152,95.5,10,82.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,-0.55,0.15,100,284,-163,-197,765,648,"A"
"55",55,567,"pedro",1323094987,468279,"05/12/2011 14:23","no",62,123,26,-3.1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48,-0.03,-0.48,-43,70,-172,6,580,-374,-176,24.8,131,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,-0.82,0.51,9,6,105,-271,357,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.07672635,22.15443344,128.2923826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.03,-0.31,22,-18,96,537,-515,-45,95.4,36.3,78.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,1.48,0.44,21,270,-133,-498,768,776,"A"
"56",56,590,"pedro",1323094988,624309,"05/12/2011 14:23","no",63,123,25.8,-4.24,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,-0.03,-0.44,-40,71,-174,7,586,-369,27.2,49.4,-21,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6,0.55,0.61,365,-27,9,732,89,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.94396293,29.91951827,126.0598609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,-0.1,-0.34,26,7,84,525,-516,-104,161,71.4,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,-2.71,-0.34,-119,210,-168,-700,294,494,"A"
"57",57,662,"pedro",1323094995,300344,"05/12/2011 14:23","no",67,122,26.4,-4.79,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,-0.02,-0.41,-41,68,-172,4,583,-381,-48.1,-11.9,-43.6,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,0.69,0.15,243,15,120,552,228,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.41382732,42.46191101,110.3101243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.13,-0.16,18,8,39,509,-537,-163,-150,54,-137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,-2.59,-0.41,-189,51,-182,-613,-64,391,"A"
"58",58,675,"pedro",1323094995,560370,"05/12/2011 14:23","no",67,123,26.4,-4.71,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,-0.03,-0.46,-39,68,-179,-2,579,-378,-54.8,-32.1,-2.26,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,-1.56,0.15,387,-53,-57,740,80,-43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.14038031,-2.41972865,119.8527829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,-0.06,0.11,-2,-30,77,531,-515,-111,150,64.9,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,2.99,0.82,-114,208,-123,-716,385,659,"A"
"59",59,682,"pedro",1323094996,76301,"05/12/2011 14:23","no",68,124,26.4,-4.36,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,-0.03,-0.46,-44,70,-178,1,575,-382,-26.3,-19.4,-71.6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,-1.35,-0.49,165,85,154,229,406,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.644471695,35.9943065,120.8844161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,-0.06,-0.18,29,3,77,521,-516,-101,117,29.2,89.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,1.49,-0.25,14,287,-164,-432,782,693,"A"
"60",60,703,"adelmo",1322832773,416330,"02/12/2011 13:32","no",175,123,-44.8,178,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.1,-0.08,50,45,-166,216,583,-353,22.7,80.5,-129,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,-0.16,-1.57,-137,-33,4,158,326,544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.00060941,-27.41590005,-98.77217897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.03,-0.1,-48,85,-148,-568,260,38,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,1.09,-0.21,60,99,35,633,-239,-101,"A"
"61",61,731,"adelmo",1322832774,164382,"02/12/2011 13:32","no",176,126,-42.9,176,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.13,-0.18,45,46,-170,199,583,-368,-130,57.5,71.6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.26,0.66,-236,-58,15,-176,216,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.59320325,-25.96243712,-102.6950566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.06,-0.07,-48,84,-160,-572,260,33,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46,0.74,0.94,88,95,37,630,-255,74,"A"
"62",62,740,"adelmo",1322832774,524336,"02/12/2011 13:32","no",176,128,-40.9,171,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.11,-0.2,47,45,-175,187,581,-361,-107,45.6,91,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.53,0.62,-218,-53,19,-130,198,656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.3640523,-25.84134514,-102.9705317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.13,-0.03,-48,84,-161,-569,262,24,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28,1,0.36,72,102,39,651,-208,-55,"A"
"63",63,758,"adelmo",1322832775,364283,"02/12/2011 13:32","no",177,130,-40.1,167,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.13,-0.16,46,46,-173,186,585,-357,-82.6,28.4,106,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.59,0.92,-212,-72,26,-86,173,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.36757915,-26.07521196,-103.7382905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.08,-0.25,-50,85,-167,-564,266,-7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,-0.42,1.39,75,92,35,648,-178,57,"A"
"64",64,763,"adelmo",1322832775,605371,"02/12/2011 13:32","no",177,130,-39.8,166,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.21,46,44,-174,182,587,-360,-74.8,21.5,105,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,-0.59,0.85,-220,-67,18,-137,192,663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.94525083,-26.28243783,-101.287196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.08,-0.25,-49,87,-160,-571,260,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1.03,0.21,76,94,37,659,-128,56,"A"
"65",65,773,"adelmo",1322832776,8304,"02/12/2011 13:32","no",178,130,-39.6,164,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.18,48,44,-172,174,585,-354,-62.6,14.6,104,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.53,0.87,-234,-64,4,-187,211,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.9966541,-25.59496873,-99.78177828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.03,-0.18,-47,89,-156,-578,250,27,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,-0.24,0.77,75,98,42,649,-192,-4,"A"
"66",66,778,"adelmo",1322832776,248299,"02/12/2011 13:32","no",178,130,-39.7,164,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.18,44,46,-170,178,586,-358,-49.1,11.8,99.6,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,-0.9,1.69,-263,-53,-19,-285,274,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.07419953,-26.91438306,-103.5175473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.02,0.05,-47,77,-152,-581,251,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.9,0.21,61,98,32,660,-133,73,"A"
"67",67,784,"adelmo",1322832776,516288,"02/12/2011 13:32","no",178,130,-39.8,163,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.18,45,46,-168,186,591,-347,-38.5,8.19,99.8,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,-0.55,0.8,-276,-57,-27,-320,267,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.56895049,-27.76164701,-106.9593614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.02,0.03,-50,72,-160,-578,243,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,0.1,0.87,72,101,43,646,-191,-31,"A"
"68",68,820,"adelmo",1322832778,364298,"02/12/2011 13:32","no",180,129,-40.3,163,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.18,45,46,-166,179,592,-345,29.5,20.9,151,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,-0.51,0.79,-276,-49,-39,-331,318,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.52436077,-29.13378236,-106.1249949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.06,-0.15,-51,70,-155,-582,242,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,0.5,0.84,69,102,32,642,-173,74,"A"
"69",69,821,"adelmo",1322832778,400306,"02/12/2011 13:32","no",180,129,-40.3,163,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.16,45,44,-163,182,596,-348,30.2,21.4,151,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,-0.5,0.77,-279,-49,-37,-330,317,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.05417284,-30.36484095,-104.0210261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.05,-0.15,-52,71,-150,-582,258,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.34,0.95,69,101,30,648,-165,71,"A"
