"","V1","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"1061","10543","carlitos",1323084310,520389,"05/12/2011 11:25","no",381,2.06,5.97,-92.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.02,0.07,-13,2,19,6,599,-320,69.8,-29,22.6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,0.42,-0.41,80,48,-148,725,-64,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.0416272,-22.36547196,25.21836547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.11,0.07,-8,-34,9,-579,215,25,145,42.7,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55,2.73,0.38,-110,252,-190,-656,472,572,"C"
"1062","10556","carlitos",1323084310,956336,"05/12/2011 11:25","no",381,1.82,6.99,-92.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,-16,1,18,5,592,-313,69.9,7.92,62.8,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36,-0.93,-0.05,-159,146,11,189,235,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-133.1364684,-22.3917434,8.336563652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.03,-0.1,-8,-35,3,-582,219,9,142,2.14,93.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,-0.95,-0.21,18,369,-222,-219,695,382,"C"
"1063","10579","carlitos",1323084311,880332,"05/12/2011 11:25","no",382,0.82,6.64,-93,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0,-0.02,-22,5,19,-7,605,-302,65.6,3.46,55.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,1.06,-0.69,-158,132,7,288,185,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-98.38864016,10.88219472,57.40489853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,0.03,0.33,3,-23,15,-566,251,-7,-159,46.1,-141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,0.72,-0.25,-123,-107,-193,-549,-171,371,"C"
"1064","10584","carlitos",1323084311,972321,"05/12/2011 11:25","no",382,0.87,6.82,-93.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.03,-20,3,18,-1,606,-308,59.7,-11.8,37.2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,0.79,-0.51,-38,80,-49,585,23,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99.60473761,-45.52071975,32.54596152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,-0.1,-0.38,-11,-21,8,-574,246,3,-176,53.1,-169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,2.62,0.31,-160,41,-185,-646,38,464,"C"
"1065","10589","carlitos",1323084312,48318,"05/12/2011 11:25","no",383,0.94,6.75,-93.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.03,-16,4,21,-6,602,-312,61.7,-30.1,18.3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.93,0.35,0.02,79,21,-182,744,-137,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-97.63319418,-31.58959616,48.47671336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.16,-0.26,-6,-16,9,-585,230,10,144,43.9,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,3.42,0.61,-112,309,-192,-651,516,616,"C"
"1066","10615","carlitos",1323084313,256343,"05/12/2011 11:25","no",384,1.24,7.43,-93.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,-0.03,-22,2,19,4,598,-313,75.4,21.3,86.2,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.54,0.61,-0.28,-272,152,-9,-156,291,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-125.9517218,-14.92950177,27.10402478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.22,-0.21,-5,-32,9,-587,214,19,-165,49.7,-148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.63,-1.72,-0.71,-128,-42,-197,-585,-87,430,"C"
"1067","10620","jeremy",1322673093,422738,"30/11/2011 17:11","no",454,0.59,5.91,-87.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.02,0,-14,2,47,57,632,-293,0,0,0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59,0.85,-0.75,88,-62,-541,407,-251,-457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.92413299,-25.93501909,-60.27318579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.11,-0.71,-76,232,-168,-152,582,101,158,7.15,92.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,-0.07,196,166,-180,-17,672,735,"C"
"1068","10632","jeremy",1322673093,914725,"30/11/2011 17:11","no",454,0.84,4.06,-87.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,0,0.02,-12,6,44,51,635,-303,0,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77,-2.38,0.72,-87,211,2,532,232,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.24771687,-33.63847315,-53.01343716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,-0.82,-0.43,-94,227,-144,-313,509,108,161,6.88,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,-2.06,0.02,160,292,-152,-173,767,809,"C"
"1069","10633","jeremy",1322673093,970830,"30/11/2011 17:11","no",454,0.87,3.73,-87.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,0,-0.02,-12,1,43,49,630,-295,0,0,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92,-2.44,0.89,-168,255,-59,410,299,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.81812711,-27.8444651,-56.16013792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,-0.51,-0.72,-80,233,-155,-327,491,118,161,7.04,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,-2.28,0,101,291,-152,-249,789,816,"C"
"1070","10636","jeremy",1322673094,70660,"30/11/2011 17:11","no",455,0.69,3.08,-87.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.05,-9,4,46,43,634,-311,0,0,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68,-1.89,-0.08,-270,253,-45,-70,426,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.94809787,-48.00212728,-65.6202881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,-0.63,-1.23,-137,191,-181,-404,432,120,165,6.63,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,-2.5,0.08,51,315,-151,-454,767,803,"C"
"1071","10647","jeremy",1322673094,406626,"30/11/2011 17:11","no",455,0.38,3.55,-87.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.02,0.03,-14,0,47,40,633,-303,0,0,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,0.35,-0.51,-243,212,-67,-445,423,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.77602232,-47.69632338,-69.06297882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,-0.19,-0.69,-129,174,-179,-535,275,90,168,8.44,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.82,-0.08,-170,18,-215,-677,373,579,"C"
"1072","10656","jeremy",1322673094,702659,"30/11/2011 17:11","no",455,0.55,4.69,-87.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.02,0.03,-14,4,44,49,632,-298,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.03,2.59,-0.89,-265,290,27,366,284,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.12906223,-49.26418688,-68.38519289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.24,-0.15,-134,174,-179,-543,238,134,166,14.1,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,1.65,0.15,-61,118,-184,-646,542,694,"C"
"1073","10668","jeremy",1322673095,106639,"30/11/2011 17:11","no",456,0.84,3.63,-87.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0,-11,0,46,39,637,-293,0,0,0,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9,0.79,-0.59,134,-65,-502,461,-255,-431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.70217052,-53.52375392,-77.22801974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.14,-0.44,-144,142,-197,-531,247,140,157,-0.4,73.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,1.7,0.36,272,255,-168,0,668,686,"C"
"1074","10669","jeremy",1322673095,134650,"30/11/2011 17:11","no",456,0.85,3.65,-87.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0.02,-11,2,42,46,640,-304,0,0,0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,0.59,-0.54,136,-73,-522,446,-255,-431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.04861516,-53.28130318,-78.00670339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.13,-0.43,-143,140,-198,-533,245,155,157,-1.01,72.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,1.19,0.31,218,251,-176,3,671,678,"C"
"1075","10670","jeremy",1322673095,170621,"30/11/2011 17:11","no",456,0.87,3.74,-87.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.02,0,-17,2,45,47,632,-305,0,0,0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.13,-0.26,131,-62,-525,457,-257,-432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.86038732,-53.11463802,-78.31466701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.1,-0.39,-140,137,-195,-536,247,143,158,-2.3,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,1.16,0.11,185,232,-180,35,649,663,"C"
"1076","10679","jeremy",1322673095,482626,"30/11/2011 17:11","no",456,1.05,4.14,-87.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0,0.02,-13,0,42,44,632,-301,0,0,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19,-2.68,-0.28,-5,145,-212,742,9,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.07321436,-52.85230132,-76.61350385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.16,-0.36,-144,147,-198,-533,260,134,157,-2.14,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,-1.27,-0.21,181,293,-179,-22,688,707,"C"
"1077","10685","jeremy",1322673095,654681,"30/11/2011 17:11","no",456,1.05,4.18,-87.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,0,-14,2,41,47,628,-293,0,0,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17,-2.46,1.15,-129,225,43,514,221,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.12184378,-52.29629446,-77.93208626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.13,-0.36,-140,142,-197,-536,246,134,155,3.03,99.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,-2.73,-0.36,190,301,-141,-188,774,784,"C"
"1078","10686","jeremy",1322673095,706671,"30/11/2011 17:11","no",456,1.02,4.05,-87.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,-0.02,-11,2,43,50,638,-307,0,0,0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27,-2.33,1.03,-342,284,-113,322,325,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.55857737,-53.37743619,-77.48111344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.11,-0.38,-144,142,-198,-542,249,129,156,5.65,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,-3.13,-0.1,140,282,-140,-315,796,805,"C"
"1079","10705","jeremy",1322673096,478659,"30/11/2011 17:11","no",457,1.03,4.95,-87.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.03,-20,3,40,52,632,-296,0,0,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.78,2.79,-0.8,-157,258,-49,531,237,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.53617242,-52.53617242,-78.23415262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.13,-0.39,-143,143,-201,-543,241,146,152,11.5,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,4.26,-0.08,69,256,-171,-492,746,753,"C"
"1080","10726","jeremy",1322673097,530645,"30/11/2011 17:11","no",458,0.48,4.87,-88.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.02,-0.05,-19,2,44,46,629,-305,0,0,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39,-1.98,0.54,-187,254,-35,323,351,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.57937486,-52.97190441,-77.81757028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.02,-0.48,-149,148,-207,-536,272,101,154,17.4,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,-3.34,-0.21,-31,122,-203,-655,518,707,"C"
"1081","10748","jeremy",1322673099,290627,"30/11/2011 17:11","no",459,0.33,4.64,-88.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0,0,-12,-1,46,48,638,-289,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.05,0.03,-265,172,-170,-336,439,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.09452619,-51.91481618,-80.01217242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,0.1,-0.15,-139,137,-201,-527,308,94,151,29.2,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0.87,0.21,-155,86,-182,-671,414,644,"C"
"1082","10752","jeremy",1322673099,354691,"30/11/2011 17:11","no",459,0.35,4.99,-88.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.02,0,-21,1,46,46,635,-299,0,0,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.05,0.02,-259,170,-166,-337,439,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.05549349,-52.2703892,-76.24680768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.03,-0.44,-146,153,-202,-529,293,83,146,25.7,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,1.72,0.25,-66,124,-188,-653,520,678,"C"
"1083","10755","jeremy",1322673099,374709,"30/11/2011 17:11","no",459,0.49,5.22,-88.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.02,0.02,-15,1,45,47,633,-289,0,0,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.03,-0.1,-258,165,-165,-343,432,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.17968786,-49.01141545,-78.90098641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,0.16,-0.34,-132,147,-199,-522,302,88,141,17.5,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61,2.3,0.16,-40,245,-192,-573,672,732,"C"
"1084","10759","jeremy",1322673099,602640,"30/11/2011 17:11","no",459,0.72,5.61,-87.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.02,0.03,-13,3,43,53,633,-308,0,0,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.03,0.03,-267,170,-162,-338,427,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.39086413,-58.85818676,-70.90848411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0.06,0.05,-162,151,-190,-528,306,84,137,0.79,99.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55,3.82,0.1,206,302,-145,-329,795,781,"C"
